path,original_word,speaker_id,split,frames,sample_rate,channels,duration_seconds,bytes,rms,target_status
seven/f19c1390_nohash_3.wav,seven,f19c1390,training,16000,16000,1,1.0,32044,0.06791500002145767,unknown candidate
go/85834399_nohash_1.wav,go,85834399,testing,16000,16000,1,1.0,32044,0.009512674994766712,target command
right/24befdb3_nohash_4.wav,right,24befdb3,training,16000,16000,1,1.0,32044,0.13450470566749573,target command
no/338dacf5_nohash_0.wav,no,338dacf5,training,16000,16000,1,1.0,32044,0.02114303782582283,target command
dog/d1214f15_nohash_0.wav,dog,d1214f15,training,16000,16000,1,1.0,32044,0.027887899428606033,unknown candidate
wow/ab5ae445_nohash_0.wav,wow,ab5ae445,training,16000,16000,1,1.0,32044,0.03581772744655609,unknown candidate
two/5236848b_nohash_1.wav,two,5236848b,training,12971,16000,1,0.8106875,25986,0.07327990233898163,unknown candidate
zero/b7a0754f_nohash_2.wav,zero,b7a0754f,training,16000,16000,1,1.0,32044,0.11937849968671799,unknown candidate
on/28ce0c58_nohash_2.wav,on,28ce0c58,training,16000,16000,1,1.0,32044,0.06358577311038971,target command
one/caf1803e_nohash_1.wav,one,caf1803e,training,16000,16000,1,1.0,32044,0.09595910459756851,unknown candidate
one/a108341b_nohash_2.wav,one,a108341b,training,16000,16000,1,1.0,32044,0.062406476587057114,unknown candidate
yes/c634a189_nohash_1.wav,yes,c634a189,training,16000,16000,1,1.0,32044,0.1283094882965088,target command
right/28ce0c58_nohash_2.wav,right,28ce0c58,training,16000,16000,1,1.0,32044,0.06733386218547821,target command
cat/19f9c115_nohash_0.wav,cat,19f9c115,training,15702,16000,1,0.981375,31448,0.03925387188792229,unknown candidate
two/dc7ec25b_nohash_0.wav,two,dc7ec25b,training,15604,16000,1,0.97525,31252,0.03943600133061409,unknown candidate
sheila/e8d562ca_nohash_0.wav,sheila,e8d562ca,training,16000,16000,1,1.0,32044,0.07323755323886871,unknown candidate
on/f17be97f_nohash_4.wav,on,f17be97f,validation,16000,16000,1,1.0,32044,0.025529293343424797,target command
four/f2ec8bdc_nohash_0.wav,four,f2ec8bdc,training,16000,16000,1,1.0,32044,0.21282505989074707,unknown candidate
three/1c3f50ad_nohash_1.wav,three,1c3f50ad,training,16000,16000,1,1.0,32044,0.06095864996314049,unknown candidate
bed/e5d2e09d_nohash_0.wav,bed,e5d2e09d,training,16000,16000,1,1.0,32044,0.08647981286048889,unknown candidate
off/772db621_nohash_0.wav,off,772db621,training,14118,16000,1,0.882375,28280,0.013925564475357533,target command
five/eb3f7d82_nohash_0.wav,five,eb3f7d82,training,16000,16000,1,1.0,32044,0.040319301187992096,unknown candidate
stop/c661be6e_nohash_2.wav,stop,c661be6e,training,16000,16000,1,1.0,32044,0.11795216798782349,target command
on/9aa21fa9_nohash_4.wav,on,9aa21fa9,training,16000,16000,1,1.0,32044,0.08617375791072845,target command
nine/3efa7ec4_nohash_1.wav,nine,3efa7ec4,training,16000,16000,1,1.0,32044,0.07708881795406342,unknown candidate
two/c634a189_nohash_0.wav,two,c634a189,training,16000,16000,1,1.0,32044,0.12866130471229553,unknown candidate
wow/42ccb57a_nohash_1.wav,wow,42ccb57a,training,16000,16000,1,1.0,32044,0.04799212887883186,unknown candidate
zero/6adb8ad9_nohash_1.wav,zero,6adb8ad9,training,16000,16000,1,1.0,32044,0.015567994676530361,unknown candidate
seven/f852895b_nohash_3.wav,seven,f852895b,training,16000,16000,1,1.0,32044,0.07621858268976212,unknown candidate
stop/2da58b32_nohash_3.wav,stop,2da58b32,training,16000,16000,1,1.0,32044,0.049970850348472595,target command
two/a827e3a1_nohash_0.wav,two,a827e3a1,training,16000,16000,1,1.0,32044,0.09375087171792984,unknown candidate
bed/7b2e879e_nohash_0.wav,bed,7b2e879e,training,16000,16000,1,1.0,32044,0.023045949637889862,unknown candidate
on/3aa6f4e2_nohash_0.wav,on,3aa6f4e2,validation,16000,16000,1,1.0,32044,0.053092751652002335,target command
sheila/d4d898d7_nohash_0.wav,sheila,d4d898d7,training,16000,16000,1,1.0,32044,0.04140384495258331,unknown candidate
wow/1625acd8_nohash_0.wav,wow,1625acd8,training,16000,16000,1,1.0,32044,0.022572340443730354,unknown candidate
five/df1d5024_nohash_4.wav,five,df1d5024,training,16000,16000,1,1.0,32044,0.01946764811873436,unknown candidate
sheila/f953e1af_nohash_0.wav,sheila,f953e1af,training,16000,16000,1,1.0,32044,0.02621636353433132,unknown candidate
dog/e91d173e_nohash_0.wav,dog,e91d173e,training,14118,16000,1,0.882375,28280,0.09105730056762695,unknown candidate
tree/dabd70c2_nohash_1.wav,tree,dabd70c2,training,16000,16000,1,1.0,32044,0.02454575151205063,unknown candidate
yes/1538beb7_nohash_0.wav,yes,1538beb7,testing,16000,16000,1,1.0,32044,0.12672965228557587,target command
on/8dd788d8_nohash_0.wav,on,8dd788d8,training,16000,16000,1,1.0,32044,0.09230351448059082,target command
on/3852fca2_nohash_0.wav,on,3852fca2,training,16000,16000,1,1.0,32044,0.03775184229016304,target command
sheila/19e98e89_nohash_0.wav,sheila,19e98e89,training,16000,16000,1,1.0,32044,0.10611380636692047,unknown candidate
bed/92e17cc4_nohash_1.wav,bed,92e17cc4,training,14118,16000,1,0.882375,28280,0.03842194750905037,unknown candidate
zero/28ce0c58_nohash_0.wav,zero,28ce0c58,training,16000,16000,1,1.0,32044,0.04072655364871025,unknown candidate
yes/e04d7130_nohash_2.wav,yes,e04d7130,training,16000,16000,1,1.0,32044,0.005975159350782633,target command
zero/ced835d3_nohash_4.wav,zero,ced835d3,training,16000,16000,1,1.0,32044,0.0003820578276645392,unknown candidate
no/c392e01d_nohash_0.wav,no,c392e01d,training,16000,16000,1,1.0,32044,0.15119661390781403,target command
go/af7a8296_nohash_0.wav,go,af7a8296,testing,16000,16000,1,1.0,32044,0.09360896050930023,target command
off/3209ec42_nohash_0.wav,off,3209ec42,training,16000,16000,1,1.0,32044,0.029650989919900894,target command
tree/c4cfbe43_nohash_0.wav,tree,c4cfbe43,validation,14861,16000,1,0.9288125,29766,0.05300082266330719,unknown candidate
five/748cb308_nohash_0.wav,five,748cb308,training,16000,16000,1,1.0,32044,0.013119560666382313,unknown candidate
nine/dbb40d24_nohash_1.wav,nine,dbb40d24,validation,16000,16000,1,1.0,32044,0.00041697031701914966,unknown candidate
zero/f0ac2522_nohash_0.wav,zero,f0ac2522,training,16000,16000,1,1.0,32044,0.026631254702806473,unknown candidate
happy/3e3b65eb_nohash_2.wav,happy,3e3b65eb,training,16000,16000,1,1.0,32044,0.012684752233326435,unknown candidate
down/b8c48ffb_nohash_1.wav,down,b8c48ffb,training,16000,16000,1,1.0,32044,0.007661296986043453,target command
left/cd85758f_nohash_4.wav,left,cd85758f,testing,16000,16000,1,1.0,32044,0.07038284093141556,target command
house/33f60c62_nohash_0.wav,house,33f60c62,training,16000,16000,1,1.0,32044,0.006280052475631237,unknown candidate
wow/ff63ab0b_nohash_1.wav,wow,ff63ab0b,training,13654,16000,1,0.853375,27352,0.04704629257321358,unknown candidate
off/99b05bcf_nohash_0.wav,off,99b05bcf,training,16000,16000,1,1.0,32044,0.019871855154633522,target command
right/89865a6f_nohash_0.wav,right,89865a6f,training,14336,16000,1,0.896,28716,0.008052067831158638,target command
on/dc7ec25b_nohash_1.wav,on,dc7ec25b,training,16000,16000,1,1.0,32044,0.04039284959435463,target command
no/49af4432_nohash_0.wav,no,49af4432,training,16000,16000,1,1.0,32044,0.13925358653068542,target command
marvin/c37a72d3_nohash_0.wav,marvin,c37a72d3,training,16000,16000,1,1.0,32044,0.0354672335088253,unknown candidate
yes/ee4a907f_nohash_0.wav,yes,ee4a907f,training,16000,16000,1,1.0,32044,0.22253623604774475,target command
tree/3a182c98_nohash_1.wav,tree,3a182c98,training,16000,16000,1,1.0,32044,0.09843814373016357,unknown candidate
cat/caa7feaf_nohash_0.wav,cat,caa7feaf,training,16000,16000,1,1.0,32044,0.07908095419406891,unknown candidate
tree/ce7a8e92_nohash_0.wav,tree,ce7a8e92,training,16000,16000,1,1.0,32044,0.00828655157238245,unknown candidate
right/f3210686_nohash_1.wav,right,f3210686,training,16000,16000,1,1.0,32044,0.006301909685134888,target command
six/3c6d55b3_nohash_2.wav,six,3c6d55b3,training,16000,16000,1,1.0,32044,0.009066596627235413,unknown candidate
six/cd7f8c1b_nohash_0.wav,six,cd7f8c1b,training,16000,16000,1,1.0,32044,0.025784607976675034,unknown candidate
one/5c39594f_nohash_3.wav,one,5c39594f,training,16000,16000,1,1.0,32044,0.07778414338827133,unknown candidate
zero/299c14b1_nohash_0.wav,zero,299c14b1,training,16000,16000,1,1.0,32044,0.00849338062107563,unknown candidate
left/7e783e3f_nohash_0.wav,left,7e783e3f,training,16000,16000,1,1.0,32044,0.030017705634236336,target command
two/fd395b74_nohash_2.wav,two,fd395b74,training,16000,16000,1,1.0,32044,0.000633986433967948,unknown candidate
on/4f5c0b28_nohash_0.wav,on,4f5c0b28,training,16000,16000,1,1.0,32044,0.04521874338388443,target command
two/6c429c7b_nohash_1.wav,two,6c429c7b,training,16000,16000,1,1.0,32044,0.08962114155292511,unknown candidate
on/5a3712c9_nohash_0.wav,on,5a3712c9,training,16000,16000,1,1.0,32044,0.042979732155799866,target command
sheila/857366dd_nohash_0.wav,sheila,857366dd,training,16000,16000,1,1.0,32044,0.14677228033542633,unknown candidate
two/b63fea9e_nohash_0.wav,two,b63fea9e,training,16000,16000,1,1.0,32044,0.022457532584667206,unknown candidate
bed/d37e4bf1_nohash_0.wav,bed,d37e4bf1,training,16000,16000,1,1.0,32044,0.011567315086722374,unknown candidate
cat/d8c314c0_nohash_1.wav,cat,d8c314c0,training,16000,16000,1,1.0,32044,0.037712447345256805,unknown candidate
one/24632875_nohash_1.wav,one,24632875,training,16000,16000,1,1.0,32044,0.04792170226573944,unknown candidate
right/070b49af_nohash_0.wav,right,070b49af,training,16000,16000,1,1.0,32044,0.02608969435095787,target command
wow/723efc4c_nohash_0.wav,wow,723efc4c,training,16000,16000,1,1.0,32044,0.017268475145101547,unknown candidate
cat/726382d6_nohash_1.wav,cat,726382d6,training,16000,16000,1,1.0,32044,0.016382435336709023,unknown candidate
seven/b15fc37d_nohash_0.wav,seven,b15fc37d,training,16000,16000,1,1.0,32044,0.016828639432787895,unknown candidate
zero/5fadb538_nohash_4.wav,zero,5fadb538,validation,16000,16000,1,1.0,32044,0.06736306101083755,unknown candidate
yes/11b1df78_nohash_0.wav,yes,11b1df78,training,16000,16000,1,1.0,32044,0.03775927051901817,target command
cat/686d030b_nohash_0.wav,cat,686d030b,training,16000,16000,1,1.0,32044,0.06812132894992828,unknown candidate
nine/214ccb20_nohash_0.wav,nine,214ccb20,training,16000,16000,1,1.0,32044,0.05696754530072212,unknown candidate
zero/c4533c47_nohash_1.wav,zero,c4533c47,training,16000,16000,1,1.0,32044,0.030452365055680275,unknown candidate
seven/bfb10243_nohash_1.wav,seven,bfb10243,training,16000,16000,1,1.0,32044,0.07871485501527786,unknown candidate
four/682e1687_nohash_2.wav,four,682e1687,training,16000,16000,1,1.0,32044,0.03766760975122452,unknown candidate
bird/1706c35f_nohash_0.wav,bird,1706c35f,training,16000,16000,1,1.0,32044,0.03520689904689789,unknown candidate
happy/6ac35824_nohash_0.wav,happy,6ac35824,training,16000,16000,1,1.0,32044,0.04682273045182228,unknown candidate
down/df038de4_nohash_0.wav,down,df038de4,training,16000,16000,1,1.0,32044,0.09480027854442596,target command
six/87eff300_nohash_0.wav,six,87eff300,training,11606,16000,1,0.725375,23256,0.03440349921584129,unknown candidate
no/063d48cf_nohash_0.wav,no,063d48cf,training,16000,16000,1,1.0,32044,0.0668669268488884,target command
marvin/62605293_nohash_2.wav,marvin,62605293,training,16000,16000,1,1.0,32044,0.01220074575394392,unknown candidate
on/fce65496_nohash_1.wav,on,fce65496,training,16000,16000,1,1.0,32044,0.014640826731920242,target command
stop/2250f5f2_nohash_0.wav,stop,2250f5f2,training,16000,16000,1,1.0,32044,0.07514549791812897,target command
zero/fd395b74_nohash_0.wav,zero,fd395b74,training,16000,16000,1,1.0,32044,0.0010745871113613248,unknown candidate
yes/21832144_nohash_4.wav,yes,21832144,training,16000,16000,1,1.0,32044,0.11139969527721405,target command
four/6f1ffef6_nohash_0.wav,four,6f1ffef6,training,16000,16000,1,1.0,32044,0.10138693451881409,unknown candidate
nine/5c39594f_nohash_0.wav,nine,5c39594f,training,16000,16000,1,1.0,32044,0.07230629771947861,unknown candidate
down/a879a2c3_nohash_0.wav,down,a879a2c3,training,16000,16000,1,1.0,32044,0.04058212414383888,target command
yes/d430b3cc_nohash_1.wav,yes,d430b3cc,training,15604,16000,1,0.97525,31252,0.00837167538702488,target command
sheila/3ec05c3d_nohash_0.wav,sheila,3ec05c3d,training,16000,16000,1,1.0,32044,0.03143683075904846,unknown candidate
two/62641b88_nohash_0.wav,two,62641b88,validation,16000,16000,1,1.0,32044,0.14433492720127106,unknown candidate
happy/2510c044_nohash_0.wav,happy,2510c044,training,16000,16000,1,1.0,32044,0.028145715594291687,unknown candidate
dog/03c96658_nohash_0.wav,dog,03c96658,training,16000,16000,1,1.0,32044,0.036601629108190536,unknown candidate
seven/87014d40_nohash_0.wav,seven,87014d40,training,16000,16000,1,1.0,32044,0.01130383089184761,unknown candidate
four/2313e093_nohash_1.wav,four,2313e093,training,9558,16000,1,0.597375,19160,0.03490539267659187,unknown candidate
one/434a267c_nohash_1.wav,one,434a267c,training,13654,16000,1,0.853375,27352,0.14214269816875458,unknown candidate
off/a518d1cf_nohash_0.wav,off,a518d1cf,training,16000,16000,1,1.0,32044,0.1612674593925476,target command
cat/6e2ef3d5_nohash_0.wav,cat,6e2ef3d5,training,16000,16000,1,1.0,32044,0.12454904615879059,unknown candidate
four/3bfd30e6_nohash_0.wav,four,3bfd30e6,training,16000,16000,1,1.0,32044,0.038039613515138626,unknown candidate
one/b6091c84_nohash_2.wav,one,b6091c84,training,16000,16000,1,1.0,32044,0.02595994807779789,unknown candidate
right/6adb8ad9_nohash_1.wav,right,6adb8ad9,training,16000,16000,1,1.0,32044,0.0195961631834507,target command
eight/8c7c9168_nohash_0.wav,eight,8c7c9168,training,16000,16000,1,1.0,32044,0.03314384073019028,unknown candidate
off/05cf43ef_nohash_1.wav,off,05cf43ef,training,16000,16000,1,1.0,32044,0.053869448602199554,target command
bed/8d5d076d_nohash_0.wav,bed,8d5d076d,training,16000,16000,1,1.0,32044,0.08900358527898788,unknown candidate
seven/f264e0df_nohash_1.wav,seven,f264e0df,testing,16000,16000,1,1.0,32044,0.03747604787349701,unknown candidate
three/8aa35b0c_nohash_0.wav,three,8aa35b0c,training,16000,16000,1,1.0,32044,0.11389973014593124,unknown candidate
three/cc6ee39b_nohash_1.wav,three,cc6ee39b,training,16000,16000,1,1.0,32044,0.014903862960636616,unknown candidate
three/c1d39ce8_nohash_4.wav,three,c1d39ce8,training,16000,16000,1,1.0,32044,0.20100778341293335,unknown candidate
on/66cff190_nohash_0.wav,on,66cff190,validation,16000,16000,1,1.0,32044,0.045838363468647,target command
four/258f4559_nohash_1.wav,four,258f4559,validation,15702,16000,1,0.981375,31448,0.062165118753910065,unknown candidate
eight/d55aa56c_nohash_0.wav,eight,d55aa56c,validation,16000,16000,1,1.0,32044,0.09023381024599075,unknown candidate
bird/5af0ca83_nohash_0.wav,bird,5af0ca83,training,16000,16000,1,1.0,32044,0.03485390916466713,unknown candidate
yes/afd53389_nohash_0.wav,yes,afd53389,training,16000,16000,1,1.0,32044,0.016849102452397346,target command
dog/90804775_nohash_0.wav,dog,90804775,validation,7510,16000,1,0.469375,15064,0.07909683138132095,unknown candidate
five/8a744054_nohash_1.wav,five,8a744054,training,16000,16000,1,1.0,32044,0.04506553336977959,unknown candidate
bird/7de97453_nohash_1.wav,bird,7de97453,training,16000,16000,1,1.0,32044,0.028342127799987793,unknown candidate
happy/99081f4d_nohash_1.wav,happy,99081f4d,training,13375,16000,1,0.8359375,26794,0.2585826516151428,unknown candidate
happy/8dc26a15_nohash_0.wav,happy,8dc26a15,training,16000,16000,1,1.0,32044,0.0315597765147686,unknown candidate
six/bdee441c_nohash_3.wav,six,bdee441c,validation,16000,16000,1,1.0,32044,0.030084699392318726,unknown candidate
yes/b959cd0c_nohash_3.wav,yes,b959cd0c,training,16000,16000,1,1.0,32044,0.0010886796517297626,target command
right/8eb4a1bf_nohash_0.wav,right,8eb4a1bf,training,16000,16000,1,1.0,32044,0.09151852130889893,target command
four/6c2dd2d5_nohash_1.wav,four,6c2dd2d5,training,16000,16000,1,1.0,32044,0.0055267419666051865,unknown candidate
zero/8f0d3c27_nohash_2.wav,zero,8f0d3c27,training,16000,16000,1,1.0,32044,0.127206489443779,unknown candidate
nine/9ff1b8b6_nohash_1.wav,nine,9ff1b8b6,training,16000,16000,1,1.0,32044,0.011281118728220463,unknown candidate
on/5ba724a7_nohash_2.wav,on,5ba724a7,training,16000,16000,1,1.0,32044,0.1045754998922348,target command
five/0135f3f2_nohash_0.wav,five,0135f3f2,training,16000,16000,1,1.0,32044,0.04342082142829895,unknown candidate
on/140a0fdc_nohash_0.wav,on,140a0fdc,training,16000,16000,1,1.0,32044,0.005265623796731234,target command
dog/2b3f509b_nohash_0.wav,dog,2b3f509b,training,16000,16000,1,1.0,32044,0.047589197754859924,unknown candidate
zero/b4aa9fef_nohash_2.wav,zero,b4aa9fef,training,16000,16000,1,1.0,32044,0.09014523029327393,unknown candidate
tree/5d9bb361_nohash_0.wav,tree,5d9bb361,training,16000,16000,1,1.0,32044,0.02262440323829651,unknown candidate
zero/f192e6b4_nohash_1.wav,zero,f192e6b4,training,16000,16000,1,1.0,32044,0.04212646186351776,unknown candidate
down/3006c271_nohash_0.wav,down,3006c271,training,15702,16000,1,0.981375,31448,0.050611402839422226,target command
down/7ea032f3_nohash_0.wav,down,7ea032f3,training,16000,16000,1,1.0,32044,0.0819343775510788,target command
bird/82305c3a_nohash_1.wav,bird,82305c3a,training,16000,16000,1,1.0,32044,0.03948134183883667,unknown candidate
off/b487da60_nohash_0.wav,off,b487da60,validation,16000,16000,1,1.0,32044,0.12705223262310028,target command
off/412c675c_nohash_0.wav,off,412c675c,testing,16000,16000,1,1.0,32044,0.03075440414249897,target command
go/68dd409e_nohash_2.wav,go,68dd409e,testing,16000,16000,1,1.0,32044,0.23448407649993896,target command
left/0474c92a_nohash_0.wav,left,0474c92a,training,16000,16000,1,1.0,32044,0.052459049969911575,target command
one/743edf9d_nohash_1.wav,one,743edf9d,training,16000,16000,1,1.0,32044,0.07169848680496216,unknown candidate
down/96a48d28_nohash_4.wav,down,96a48d28,training,16000,16000,1,1.0,32044,0.0878923311829567,target command
three/964e8cfd_nohash_4.wav,three,964e8cfd,testing,16000,16000,1,1.0,32044,0.21435117721557617,unknown candidate
off/5e033479_nohash_0.wav,off,5e033479,training,16000,16000,1,1.0,32044,0.08057159930467606,target command
seven/3ab9ba07_nohash_1.wav,seven,3ab9ba07,training,16000,16000,1,1.0,32044,0.038708314299583435,unknown candidate
wow/fad7a69a_nohash_0.wav,wow,fad7a69a,training,16000,16000,1,1.0,32044,0.14142368733882904,unknown candidate
down/4254621e_nohash_0.wav,down,4254621e,training,12288,16000,1,0.768,24620,0.024117935448884964,target command
sheila/66aa0f29_nohash_0.wav,sheila,66aa0f29,training,16000,16000,1,1.0,32044,0.005213842261582613,unknown candidate
wow/b11a05d2_nohash_0.wav,wow,b11a05d2,testing,16000,16000,1,1.0,32044,0.019210750237107277,unknown candidate
nine/02e85b60_nohash_1.wav,nine,02e85b60,training,16000,16000,1,1.0,32044,0.041176699101924896,unknown candidate
eight/54412eae_nohash_0.wav,eight,54412eae,training,15019,16000,1,0.9386875,30082,0.03871539235115051,unknown candidate
sheila/45864319_nohash_1.wav,sheila,45864319,training,16000,16000,1,1.0,32044,0.034210868179798126,unknown candidate
five/f297e878_nohash_0.wav,five,f297e878,testing,16000,16000,1,1.0,32044,0.09400712698698044,unknown candidate
go/692a88e6_nohash_0.wav,go,692a88e6,testing,16000,16000,1,1.0,32044,0.0886860266327858,target command
marvin/6f2c6f7e_nohash_0.wav,marvin,6f2c6f7e,training,16000,16000,1,1.0,32044,0.08899115771055222,unknown candidate
two/c3538de1_nohash_0.wav,two,c3538de1,training,16000,16000,1,1.0,32044,0.0036108496133238077,unknown candidate
right/6366f61a_nohash_0.wav,right,6366f61a,training,16000,16000,1,1.0,32044,0.1854945719242096,target command
dog/a6d586b7_nohash_0.wav,dog,a6d586b7,validation,16000,16000,1,1.0,32044,0.026460004970431328,unknown candidate
