path,original_word,speaker_id,split,frames,sample_rate,channels,duration_seconds,bytes
bed/0e17f595_nohash_0.wav,bed,0e17f595,validation,16000,16000,1,1.0,32044
bed/0e17f595_nohash_1.wav,bed,0e17f595,validation,16000,16000,1,1.0,32044
bed/0e5193e6_nohash_0.wav,bed,0e5193e6,training,16000,16000,1,1.0,32044
bed/0ea0e2f4_nohash_0.wav,bed,0ea0e2f4,testing,16000,16000,1,1.0,32044
bed/0ea0e2f4_nohash_1.wav,bed,0ea0e2f4,testing,16000,16000,1,1.0,32044
bed/0f7dc557_nohash_0.wav,bed,0f7dc557,training,16000,16000,1,1.0,32044
bed/0ff728b5_nohash_0.wav,bed,0ff728b5,training,16000,16000,1,1.0,32044
bed/102192fd_nohash_0.wav,bed,102192fd,training,16000,16000,1,1.0,32044
bed/10467b06_nohash_0.wav,bed,10467b06,training,16000,16000,1,1.0,32044
bed/105a0eea_nohash_0.wav,bed,105a0eea,testing,16000,16000,1,1.0,32044
bed/105e72bb_nohash_0.wav,bed,105e72bb,validation,16000,16000,1,1.0,32044
bed/10627519_nohash_0.wav,bed,10627519,training,16000,16000,1,1.0,32044
bed/106a6183_nohash_0.wav,bed,106a6183,training,16000,16000,1,1.0,32044
bed/10ace7eb_nohash_0.wav,bed,10ace7eb,training,16000,16000,1,1.0,32044
bed/10c6d873_nohash_0.wav,bed,10c6d873,training,16000,16000,1,1.0,32044
bed/11321027_nohash_0.wav,bed,11321027,training,16000,16000,1,1.0,32044
bed/118261a9_nohash_0.wav,bed,118261a9,training,16000,16000,1,1.0,32044
bed/118261a9_nohash_1.wav,bed,118261a9,training,14118,16000,1,0.882375,28280
bed/118261a9_nohash_2.wav,bed,118261a9,training,16000,16000,1,1.0,32044
bed/11860c84_nohash_0.wav,bed,11860c84,training,12632,16000,1,0.7895,25308
bed/11a022ba_nohash_0.wav,bed,11a022ba,training,16000,16000,1,1.0,32044
bed/11b1df78_nohash_0.wav,bed,11b1df78,training,16000,16000,1,1.0,32044
bed/11b1df78_nohash_1.wav,bed,11b1df78,training,16000,16000,1,1.0,32044
bed/122c5aa7_nohash_0.wav,bed,122c5aa7,training,16000,16000,1,1.0,32044
bed/12529547_nohash_0.wav,bed,12529547,training,16000,16000,1,1.0,32044
bed/126a31d2_nohash_0.wav,bed,126a31d2,training,16000,16000,1,1.0,32044
bed/129c7d8d_nohash_0.wav,bed,129c7d8d,training,16000,16000,1,1.0,32044
bed/13199b79_nohash_0.wav,bed,13199b79,training,16000,16000,1,1.0,32044
bed/1365dd89_nohash_0.wav,bed,1365dd89,training,16000,16000,1,1.0,32044
bed/1365dd89_nohash_1.wav,bed,1365dd89,training,16000,16000,1,1.0,32044
bed/146d97db_nohash_0.wav,bed,146d97db,training,16000,16000,1,1.0,32044
bed/14872d06_nohash_0.wav,bed,14872d06,training,16000,16000,1,1.0,32044
bed/14872d06_nohash_1.wav,bed,14872d06,training,16000,16000,1,1.0,32044
bed/14df1e28_nohash_0.wav,bed,14df1e28,training,16000,16000,1,1.0,32044
bed/1528225c_nohash_0.wav,bed,1528225c,testing,16000,16000,1,1.0,32044
bed/1528225c_nohash_1.wav,bed,1528225c,testing,16000,16000,1,1.0,32044
bed/1528225c_nohash_2.wav,bed,1528225c,testing,16000,16000,1,1.0,32044
bed/1528225c_nohash_3.wav,bed,1528225c,testing,16000,16000,1,1.0,32044
bed/15b0c947_nohash_0.wav,bed,15b0c947,training,16000,16000,1,1.0,32044
bed/15c371c7_nohash_0.wav,bed,15c371c7,training,16000,16000,1,1.0,32044
bed/15c563d7_nohash_0.wav,bed,15c563d7,training,16000,16000,1,1.0,32044
bed/15d83b54_nohash_0.wav,bed,15d83b54,training,16000,16000,1,1.0,32044
bed/15d83b54_nohash_1.wav,bed,15d83b54,training,16000,16000,1,1.0,32044
bed/15f04ff8_nohash_0.wav,bed,15f04ff8,training,16000,16000,1,1.0,32044
bed/161fcca8_nohash_0.wav,bed,161fcca8,training,14118,16000,1,0.882375,28280
bed/161fcca8_nohash_1.wav,bed,161fcca8,training,16000,16000,1,1.0,32044
bed/1625acd8_nohash_0.wav,bed,1625acd8,training,16000,16000,1,1.0,32044
bed/1625acd8_nohash_1.wav,bed,1625acd8,training,16000,16000,1,1.0,32044
bed/1657c9fa_nohash_0.wav,bed,1657c9fa,validation,14861,16000,1,0.9288125,29766
bed/16d41d07_nohash_0.wav,bed,16d41d07,training,12971,16000,1,0.8106875,25986
bed/16db1582_nohash_0.wav,bed,16db1582,validation,16000,16000,1,1.0,32044
bed/1706c35f_nohash_0.wav,bed,1706c35f,training,16000,16000,1,1.0,32044
bed/1706c35f_nohash_1.wav,bed,1706c35f,training,16000,16000,1,1.0,32044
bed/1706c35f_nohash_2.wav,bed,1706c35f,training,16000,16000,1,1.0,32044
bed/1706c35f_nohash_3.wav,bed,1706c35f,training,16000,16000,1,1.0,32044
bed/171b56dc_nohash_0.wav,bed,171b56dc,validation,16000,16000,1,1.0,32044
bed/172dc2b0_nohash_0.wav,bed,172dc2b0,training,16000,16000,1,1.0,32044
bed/172dc2b0_nohash_1.wav,bed,172dc2b0,training,16000,16000,1,1.0,32044
bed/172dc2b0_nohash_2.wav,bed,172dc2b0,training,16000,16000,1,1.0,32044
bed/173ae793_nohash_0.wav,bed,173ae793,training,16000,16000,1,1.0,32044
bed/173ae793_nohash_1.wav,bed,173ae793,training,14118,16000,1,0.882375,28280
bed/173ce2be_nohash_0.wav,bed,173ce2be,training,16000,16000,1,1.0,32044
bed/173ce2be_nohash_1.wav,bed,173ce2be,training,16000,16000,1,1.0,32044
bed/1746d7b6_nohash_0.wav,bed,1746d7b6,training,16000,16000,1,1.0,32044
bed/179a61b7_nohash_0.wav,bed,179a61b7,training,16000,16000,1,1.0,32044
bed/17c94b23_nohash_0.wav,bed,17c94b23,training,16000,16000,1,1.0,32044
bed/17cc40ee_nohash_0.wav,bed,17cc40ee,training,16000,16000,1,1.0,32044
bed/17f0e206_nohash_0.wav,bed,17f0e206,training,16000,16000,1,1.0,32044
bed/17f0e206_nohash_1.wav,bed,17f0e206,training,16000,16000,1,1.0,32044
bed/187af8be_nohash_0.wav,bed,187af8be,training,16000,16000,1,1.0,32044
bed/1887fe04_nohash_0.wav,bed,1887fe04,training,16000,16000,1,1.0,32044
bed/1890e5c3_nohash_0.wav,bed,1890e5c3,training,16000,16000,1,1.0,32044
bed/18a1aab9_nohash_0.wav,bed,18a1aab9,training,13375,16000,1,0.8359375,26794
bed/18a8f03f_nohash_0.wav,bed,18a8f03f,training,16000,16000,1,1.0,32044
bed/18a8f03f_nohash_1.wav,bed,18a8f03f,training,16000,16000,1,1.0,32044
bed/18a8f03f_nohash_2.wav,bed,18a8f03f,training,16000,16000,1,1.0,32044
bed/18c54a68_nohash_0.wav,bed,18c54a68,training,16000,16000,1,1.0,32044
bed/18c54a68_nohash_1.wav,bed,18c54a68,training,16000,16000,1,1.0,32044
bed/18c54a68_nohash_2.wav,bed,18c54a68,training,16000,16000,1,1.0,32044
bed/18c54a68_nohash_3.wav,bed,18c54a68,training,16000,16000,1,1.0,32044
bed/18c54a68_nohash_4.wav,bed,18c54a68,training,16000,16000,1,1.0,32044
bed/190821dc_nohash_0.wav,bed,190821dc,training,16000,16000,1,1.0,32044
bed/1942abd7_nohash_0.wav,bed,1942abd7,validation,16000,16000,1,1.0,32044
bed/19785c4e_nohash_0.wav,bed,19785c4e,training,12971,16000,1,0.8106875,25986
bed/19785c4e_nohash_1.wav,bed,19785c4e,training,14336,16000,1,0.896,28716
bed/19785c4e_nohash_2.wav,bed,19785c4e,training,16000,16000,1,1.0,32044
bed/1993db46_nohash_0.wav,bed,1993db46,training,16000,16000,1,1.0,32044
bed/1995cf9e_nohash_0.wav,bed,1995cf9e,training,16000,16000,1,1.0,32044
bed/19e246ad_nohash_0.wav,bed,19e246ad,training,16000,16000,1,1.0,32044
bed/19f9c115_nohash_0.wav,bed,19f9c115,training,16000,16000,1,1.0,32044
bed/19f9c115_nohash_1.wav,bed,19f9c115,training,16000,16000,1,1.0,32044
bed/19f9c115_nohash_2.wav,bed,19f9c115,training,16000,16000,1,1.0,32044
bed/19f9c115_nohash_3.wav,bed,19f9c115,training,16000,16000,1,1.0,32044
bed/1a073312_nohash_0.wav,bed,1a073312,training,16000,16000,1,1.0,32044
bed/1a073312_nohash_1.wav,bed,1a073312,training,16000,16000,1,1.0,32044
bed/1a4259c3_nohash_0.wav,bed,1a4259c3,training,11889,16000,1,0.7430625,23822
bed/1a4259c3_nohash_1.wav,bed,1a4259c3,training,13375,16000,1,0.8359375,26794
bed/1a5b9ca4_nohash_0.wav,bed,1a5b9ca4,training,16000,16000,1,1.0,32044
bed/1a5b9ca4_nohash_1.wav,bed,1a5b9ca4,training,16000,16000,1,1.0,32044
bed/1a673010_nohash_0.wav,bed,1a673010,training,16000,16000,1,1.0,32044
bed/1a6eca98_nohash_0.wav,bed,1a6eca98,training,16000,16000,1,1.0,32044
bed/1a6eca98_nohash_1.wav,bed,1a6eca98,training,16000,16000,1,1.0,32044
bed/1a892463_nohash_0.wav,bed,1a892463,training,16000,16000,1,1.0,32044
bed/1a9afd33_nohash_0.wav,bed,1a9afd33,validation,16000,16000,1,1.0,32044
bed/1a9afd33_nohash_1.wav,bed,1a9afd33,validation,14336,16000,1,0.896,28716
bed/1aed7c6d_nohash_0.wav,bed,1aed7c6d,validation,16000,16000,1,1.0,32044
bed/1aed7c6d_nohash_1.wav,bed,1aed7c6d,validation,16000,16000,1,1.0,32044
bed/1afd49bf_nohash_0.wav,bed,1afd49bf,training,16000,16000,1,1.0,32044
bed/1afd49bf_nohash_1.wav,bed,1afd49bf,training,16000,16000,1,1.0,32044
bed/1b459024_nohash_0.wav,bed,1b459024,training,16000,16000,1,1.0,32044
bed/1b4c9b89_nohash_0.wav,bed,1b4c9b89,testing,16000,16000,1,1.0,32044
bed/1b63157b_nohash_0.wav,bed,1b63157b,training,16000,16000,1,1.0,32044
bed/1b755c65_nohash_0.wav,bed,1b755c65,training,16000,16000,1,1.0,32044
bed/1b755c65_nohash_1.wav,bed,1b755c65,training,16000,16000,1,1.0,32044
bed/1bb574f9_nohash_0.wav,bed,1bb574f9,training,15702,16000,1,0.981375,31448
bed/1bb6ed89_nohash_0.wav,bed,1bb6ed89,training,16000,16000,1,1.0,32044
bed/1bb6ed89_nohash_1.wav,bed,1bb6ed89,training,16000,16000,1,1.0,32044
bed/1bc45db9_nohash_0.wav,bed,1bc45db9,validation,16000,16000,1,1.0,32044
bed/1c3f50ad_nohash_0.wav,bed,1c3f50ad,training,16000,16000,1,1.0,32044
bed/1c45ceb2_nohash_0.wav,bed,1c45ceb2,training,16000,16000,1,1.0,32044
bed/1c6e5447_nohash_0.wav,bed,1c6e5447,training,16000,16000,1,1.0,32044
bed/1cb788bc_nohash_0.wav,bed,1cb788bc,testing,16000,16000,1,1.0,32044
bed/1cb788bc_nohash_1.wav,bed,1cb788bc,testing,16000,16000,1,1.0,32044
bed/1cbcc7a7_nohash_0.wav,bed,1cbcc7a7,training,16000,16000,1,1.0,32044
bed/1d1fe0a0_nohash_0.wav,bed,1d1fe0a0,training,16000,16000,1,1.0,32044
bed/1dce06e8_nohash_0.wav,bed,1dce06e8,training,16000,16000,1,1.0,32044
bed/1df483c0_nohash_0.wav,bed,1df483c0,training,16000,16000,1,1.0,32044
bed/1df99a8a_nohash_0.wav,bed,1df99a8a,training,16000,16000,1,1.0,32044
bed/1df99a8a_nohash_1.wav,bed,1df99a8a,training,16000,16000,1,1.0,32044
bed/1e4064b8_nohash_0.wav,bed,1e4064b8,training,16000,16000,1,1.0,32044
bed/1e4064b8_nohash_1.wav,bed,1e4064b8,training,16000,16000,1,1.0,32044
bed/1e412fac_nohash_0.wav,bed,1e412fac,training,16000,16000,1,1.0,32044
bed/1ecfb537_nohash_0.wav,bed,1ecfb537,training,16000,16000,1,1.0,32044
bed/1ed557b9_nohash_0.wav,bed,1ed557b9,training,16000,16000,1,1.0,32044
bed/1ffd513b_nohash_0.wav,bed,1ffd513b,training,16000,16000,1,1.0,32044
bed/20174140_nohash_0.wav,bed,20174140,training,16000,16000,1,1.0,32044
bed/2039b9c1_nohash_0.wav,bed,2039b9c1,training,16000,16000,1,1.0,32044
bed/20d3f11f_nohash_0.wav,bed,20d3f11f,testing,16000,16000,1,1.0,32044
bed/210f3aa9_nohash_0.wav,bed,210f3aa9,testing,16000,16000,1,1.0,32044
bed/21307344_nohash_0.wav,bed,21307344,training,16000,16000,1,1.0,32044
bed/215699ff_nohash_0.wav,bed,215699ff,training,16000,16000,1,1.0,32044
bed/215699ff_nohash_1.wav,bed,215699ff,training,16000,16000,1,1.0,32044
bed/21832144_nohash_0.wav,bed,21832144,training,16000,16000,1,1.0,32044
bed/21cbe292_nohash_0.wav,bed,21cbe292,training,16000,16000,1,1.0,32044
bed/21e8c417_nohash_0.wav,bed,21e8c417,training,16000,16000,1,1.0,32044
bed/229978fd_nohash_0.wav,bed,229978fd,training,16000,16000,1,1.0,32044
bed/2313e093_nohash_0.wav,bed,2313e093,training,16000,16000,1,1.0,32044
bed/234ab0fb_nohash_0.wav,bed,234ab0fb,training,16000,16000,1,1.0,32044
bed/238c112c_nohash_0.wav,bed,238c112c,training,16000,16000,1,1.0,32044
bed/23abe1c9_nohash_0.wav,bed,23abe1c9,training,16000,16000,1,1.0,32044
bed/23ad12d8_nohash_0.wav,bed,23ad12d8,validation,16000,16000,1,1.0,32044
bed/24b82192_nohash_0.wav,bed,24b82192,training,16000,16000,1,1.0,32044
bed/24befdb3_nohash_0.wav,bed,24befdb3,training,16000,16000,1,1.0,32044
bed/24ed94ab_nohash_0.wav,bed,24ed94ab,training,16000,16000,1,1.0,32044
bed/24ed94ab_nohash_1.wav,bed,24ed94ab,training,16000,16000,1,1.0,32044
bed/25040e85_nohash_0.wav,bed,25040e85,training,16000,16000,1,1.0,32044
bed/2510c044_nohash_0.wav,bed,2510c044,training,16000,16000,1,1.0,32044
bed/25132942_nohash_0.wav,bed,25132942,training,16000,16000,1,1.0,32044
bed/257e17e0_nohash_0.wav,bed,257e17e0,validation,16000,16000,1,1.0,32044
bed/2589f361_nohash_0.wav,bed,2589f361,training,16000,16000,1,1.0,32044
bed/25c14394_nohash_0.wav,bed,25c14394,training,16000,16000,1,1.0,32044
bed/25c14394_nohash_1.wav,bed,25c14394,training,16000,16000,1,1.0,32044
bed/264f471d_nohash_0.wav,bed,264f471d,validation,16000,16000,1,1.0,32044
bed/26e573a9_nohash_0.wav,bed,26e573a9,training,11889,16000,1,0.7430625,23822
bed/26e9ae6b_nohash_0.wav,bed,26e9ae6b,training,16000,16000,1,1.0,32044
bed/26e9ae6b_nohash_1.wav,bed,26e9ae6b,training,16000,16000,1,1.0,32044
bed/26e9ae6b_nohash_2.wav,bed,26e9ae6b,training,15702,16000,1,0.981375,31448
bed/270bfa52_nohash_0.wav,bed,270bfa52,training,16000,16000,1,1.0,32044
bed/274c008f_nohash_0.wav,bed,274c008f,training,15604,16000,1,0.97525,31252
bed/2796ac50_nohash_0.wav,bed,2796ac50,testing,16000,16000,1,1.0,32044
bed/27b03931_nohash_0.wav,bed,27b03931,training,16000,16000,1,1.0,32044
bed/27b9a84f_nohash_0.wav,bed,27b9a84f,validation,16000,16000,1,1.0,32044
bed/283d7a53_nohash_0.wav,bed,283d7a53,testing,15702,16000,1,0.981375,31448
bed/28460a60_nohash_0.wav,bed,28460a60,training,16000,16000,1,1.0,32044
bed/28497c5b_nohash_0.wav,bed,28497c5b,testing,16000,16000,1,1.0,32044
bed/28612180_nohash_0.wav,bed,28612180,training,16000,16000,1,1.0,32044
bed/28612180_nohash_1.wav,bed,28612180,training,16000,16000,1,1.0,32044
bed/28612180_nohash_2.wav,bed,28612180,training,16000,16000,1,1.0,32044
bed/28ce0c58_nohash_0.wav,bed,28ce0c58,training,16000,16000,1,1.0,32044
bed/28e47b1a_nohash_0.wav,bed,28e47b1a,training,16000,16000,1,1.0,32044
bed/28ed6bc9_nohash_0.wav,bed,28ed6bc9,training,16000,16000,1,1.0,32044
bed/28ef2a01_nohash_0.wav,bed,28ef2a01,validation,13654,16000,1,0.853375,27352
bed/29fb33da_nohash_0.wav,bed,29fb33da,training,16000,16000,1,1.0,32044
bed/2a0b413e_nohash_0.wav,bed,2a0b413e,training,16000,16000,1,1.0,32044
bed/2a89ad5c_nohash_0.wav,bed,2a89ad5c,validation,16000,16000,1,1.0,32044
bed/2aec99ec_nohash_0.wav,bed,2aec99ec,training,16000,16000,1,1.0,32044
bed/2aec99ec_nohash_1.wav,bed,2aec99ec,training,16000,16000,1,1.0,32044
bed/2b3f509b_nohash_0.wav,bed,2b3f509b,training,16000,16000,1,1.0,32044
bed/2bd2cad5_nohash_0.wav,bed,2bd2cad5,training,11889,16000,1,0.7430625,23822
bed/2bd2cad5_nohash_1.wav,bed,2bd2cad5,training,11146,16000,1,0.696625,22336
bed/2bdbe5f7_nohash_0.wav,bed,2bdbe5f7,training,16000,16000,1,1.0,32044
bed/2be08ce4_nohash_0.wav,bed,2be08ce4,training,15360,16000,1,0.96,30764
bed/2be08ce4_nohash_1.wav,bed,2be08ce4,training,11947,16000,1,0.7466875,23938
bed/2be08ce4_nohash_2.wav,bed,2be08ce4,training,13142,16000,1,0.821375,26328
bed/2bfe70ef_nohash_0.wav,bed,2bfe70ef,training,16000,16000,1,1.0,32044
bed/2c6446f7_nohash_0.wav,bed,2c6446f7,training,16000,16000,1,1.0,32044
bed/2c6d3924_nohash_0.wav,bed,2c6d3924,testing,16000,16000,1,1.0,32044
bed/2c7c33e8_nohash_0.wav,bed,2c7c33e8,training,16000,16000,1,1.0,32044
bed/2ce7534c_nohash_0.wav,bed,2ce7534c,validation,16000,16000,1,1.0,32044
bed/2ce7534c_nohash_1.wav,bed,2ce7534c,validation,16000,16000,1,1.0,32044
bed/2cf28b70_nohash_0.wav,bed,2cf28b70,training,14336,16000,1,0.896,28716
bed/2d82a556_nohash_0.wav,bed,2d82a556,testing,16000,16000,1,1.0,32044
bed/2d82a556_nohash_1.wav,bed,2d82a556,testing,16000,16000,1,1.0,32044
bed/2d92f18b_nohash_0.wav,bed,2d92f18b,training,10923,16000,1,0.6826875,21890
bed/2d92f18b_nohash_1.wav,bed,2d92f18b,training,12971,16000,1,0.8106875,25986
bed/2da58b32_nohash_0.wav,bed,2da58b32,training,16000,16000,1,1.0,32044
bed/2dcb6848_nohash_0.wav,bed,2dcb6848,training,16000,16000,1,1.0,32044
bed/2dcb6848_nohash_1.wav,bed,2dcb6848,training,16000,16000,1,1.0,32044
bed/2f0a410b_nohash_0.wav,bed,2f0a410b,training,16000,16000,1,1.0,32044
bed/300384f0_nohash_0.wav,bed,300384f0,training,16000,16000,1,1.0,32044
bed/300384f0_nohash_1.wav,bed,300384f0,training,16000,16000,1,1.0,32044
bed/30065f33_nohash_0.wav,bed,30065f33,training,11264,16000,1,0.704,22572
bed/30065f33_nohash_1.wav,bed,30065f33,training,16000,16000,1,1.0,32044
bed/30137d34_nohash_0.wav,bed,30137d34,training,16000,16000,1,1.0,32044
bed/305776dd_nohash_0.wav,bed,305776dd,training,16000,16000,1,1.0,32044
bed/305776dd_nohash_1.wav,bed,305776dd,training,16000,16000,1,1.0,32044
bed/305776dd_nohash_2.wav,bed,305776dd,training,16000,16000,1,1.0,32044
bed/30802c5d_nohash_0.wav,bed,30802c5d,training,16000,16000,1,1.0,32044
bed/30a09789_nohash_0.wav,bed,30a09789,training,16000,16000,1,1.0,32044
bed/30f31e42_nohash_0.wav,bed,30f31e42,training,16000,16000,1,1.0,32044
bed/311fde72_nohash_0.wav,bed,311fde72,training,16000,16000,1,1.0,32044
bed/31270cb2_nohash_0.wav,bed,31270cb2,training,16000,16000,1,1.0,32044
bed/31270cb2_nohash_1.wav,bed,31270cb2,training,16000,16000,1,1.0,32044
bed/3143fdff_nohash_0.wav,bed,3143fdff,training,16000,16000,1,1.0,32044
bed/31583d30_nohash_0.wav,bed,31583d30,training,16000,16000,1,1.0,32044
bed/31583d30_nohash_1.wav,bed,31583d30,training,16000,16000,1,1.0,32044
bed/31583d30_nohash_2.wav,bed,31583d30,training,15019,16000,1,0.9386875,30082
bed/31d31fa0_nohash_0.wav,bed,31d31fa0,training,10923,16000,1,0.6826875,21890
bed/31d68957_nohash_0.wav,bed,31d68957,training,16000,16000,1,1.0,32044
bed/3209ec42_nohash_0.wav,bed,3209ec42,training,14861,16000,1,0.9288125,29766
bed/3209ec42_nohash_1.wav,bed,3209ec42,training,16000,16000,1,1.0,32044
bed/324210dd_nohash_0.wav,bed,324210dd,training,16000,16000,1,1.0,32044
bed/325a0c39_nohash_0.wav,bed,325a0c39,training,16000,16000,1,1.0,32044
bed/32efce64_nohash_0.wav,bed,32efce64,training,16000,16000,1,1.0,32044
bed/32efce64_nohash_1.wav,bed,32efce64,training,16000,16000,1,1.0,32044
bed/32efce64_nohash_2.wav,bed,32efce64,training,16000,16000,1,1.0,32044
bed/333784b7_nohash_0.wav,bed,333784b7,training,16000,16000,1,1.0,32044
bed/3389305e_nohash_0.wav,bed,3389305e,training,16000,16000,1,1.0,32044
bed/338dacf5_nohash_0.wav,bed,338dacf5,training,16000,16000,1,1.0,32044
bed/33903159_nohash_0.wav,bed,33903159,training,8875,16000,1,0.5546875,17794
