example_id,path,original_word,speaker_id,split,label,label_index,source_type,offset_samples,frames,sample_rate,is_synthetic
scv1-000089,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,359183,16000,16000,True
scv1-000090,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,364597,16000,16000,True
scv1-000091,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,366194,16000,16000,True
scv1-000092,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,368177,16000,16000,True
scv1-000093,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,373019,16000,16000,True
scv1-000094,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,375481,16000,16000,True
scv1-000095,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,377295,16000,16000,True
scv1-000096,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,380513,16000,16000,True
scv1-000097,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,384136,16000,16000,True
scv1-000098,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,387880,16000,16000,True
scv1-000099,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,398395,16000,16000,True
scv1-000100,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,401354,16000,16000,True
scv1-000101,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,403963,16000,16000,True
scv1-000102,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,411474,16000,16000,True
scv1-000103,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,413253,16000,16000,True
scv1-000104,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,415439,16000,16000,True
scv1-000105,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,427509,16000,16000,True
scv1-000106,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,447938,16000,16000,True
scv1-000107,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,451538,16000,16000,True
scv1-000108,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,453197,16000,16000,True
scv1-000109,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,457490,16000,16000,True
scv1-000110,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,462656,16000,16000,True
scv1-000111,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,463972,16000,16000,True
scv1-000112,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,464753,16000,16000,True
scv1-000113,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,473365,16000,16000,True
scv1-000114,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,482873,16000,16000,True
scv1-000115,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,486348,16000,16000,True
scv1-000116,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,487696,16000,16000,True
scv1-000117,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,490280,16000,16000,True
scv1-000118,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,490339,16000,16000,True
scv1-000119,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,504809,16000,16000,True
scv1-000120,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,519915,16000,16000,True
scv1-000121,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,524591,16000,16000,True
scv1-000122,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,525114,16000,16000,True
scv1-000123,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,526686,16000,16000,True
scv1-000124,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,527342,16000,16000,True
scv1-000125,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,536665,16000,16000,True
scv1-000126,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,540788,16000,16000,True
scv1-000127,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,547165,16000,16000,True
scv1-000128,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,548839,16000,16000,True
scv1-000129,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,553504,16000,16000,True
scv1-000130,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,555788,16000,16000,True
scv1-000131,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,563528,16000,16000,True
scv1-000132,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,566251,16000,16000,True
scv1-000133,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,569063,16000,16000,True
scv1-000134,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,574542,16000,16000,True
scv1-000135,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,575418,16000,16000,True
scv1-000136,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,584756,16000,16000,True
scv1-000137,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,590668,16000,16000,True
scv1-000138,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,600053,16000,16000,True
scv1-000139,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,602400,16000,16000,True
scv1-000140,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,602646,16000,16000,True
scv1-000141,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,603485,16000,16000,True
scv1-000142,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,608513,16000,16000,True
scv1-000143,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,609400,16000,16000,True
scv1-000144,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,617827,16000,16000,True
scv1-000145,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,623854,16000,16000,True
scv1-000146,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,624330,16000,16000,True
scv1-000147,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,627569,16000,16000,True
scv1-000148,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,633776,16000,16000,True
scv1-000149,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,635325,16000,16000,True
scv1-000150,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,637086,16000,16000,True
scv1-000151,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,638113,16000,16000,True
scv1-000152,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,639522,16000,16000,True
scv1-000153,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,647565,16000,16000,True
scv1-000154,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,651005,16000,16000,True
scv1-000155,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,651846,16000,16000,True
scv1-000156,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,661865,16000,16000,True
scv1-000157,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,662188,16000,16000,True
scv1-000158,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,670910,16000,16000,True
scv1-000159,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,677276,16000,16000,True
scv1-000160,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,684616,16000,16000,True
scv1-000161,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,692005,16000,16000,True
scv1-000162,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,702750,16000,16000,True
scv1-000163,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,714992,16000,16000,True
scv1-000164,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,716064,16000,16000,True
scv1-000165,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,717819,16000,16000,True
scv1-000166,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,719095,16000,16000,True
scv1-000167,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,719845,16000,16000,True
scv1-000168,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,720360,16000,16000,True
scv1-000169,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,720723,16000,16000,True
scv1-000170,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,721696,16000,16000,True
scv1-000171,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,724504,16000,16000,True
scv1-000172,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,733165,16000,16000,True
scv1-000173,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,735567,16000,16000,True
scv1-000174,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,736228,16000,16000,True
scv1-000175,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,743061,16000,16000,True
scv1-000176,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,744289,16000,16000,True
scv1-000177,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,753837,16000,16000,True
scv1-000178,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,754754,16000,16000,True
scv1-000179,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,754769,16000,16000,True
scv1-000180,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,756408,16000,16000,True
scv1-000181,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,760070,16000,16000,True
scv1-000182,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,765411,16000,16000,True
scv1-000183,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,768388,16000,16000,True
scv1-000184,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,790407,16000,16000,True
scv1-000185,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,791286,16000,16000,True
scv1-000186,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,792291,16000,16000,True
scv1-000187,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,794096,16000,16000,True
scv1-000188,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,796681,16000,16000,True
scv1-000189,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,803364,16000,16000,True
scv1-000190,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,806393,16000,16000,True
scv1-000191,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,807343,16000,16000,True
scv1-000192,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,811283,16000,16000,True
scv1-000193,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,814724,16000,16000,True
scv1-000194,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,816120,16000,16000,True
scv1-000195,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,818190,16000,16000,True
scv1-000196,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,819948,16000,16000,True
scv1-000197,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,823307,16000,16000,True
scv1-000198,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,826126,16000,16000,True
scv1-000199,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,829262,16000,16000,True
scv1-000200,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,830172,16000,16000,True
scv1-000201,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,836542,16000,16000,True
scv1-000202,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,837125,16000,16000,True
scv1-000203,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,845652,16000,16000,True
scv1-000204,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,847948,16000,16000,True
scv1-000205,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,851287,16000,16000,True
scv1-000206,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,856057,16000,16000,True
scv1-000207,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,856286,16000,16000,True
scv1-000208,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,856999,16000,16000,True
scv1-000209,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,861273,16000,16000,True
scv1-000210,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,863109,16000,16000,True
scv1-000211,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,865221,16000,16000,True
scv1-000212,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,868391,16000,16000,True
scv1-000213,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,877764,16000,16000,True
scv1-000214,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,878024,16000,16000,True
scv1-000215,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,884349,16000,16000,True
scv1-000216,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,896224,16000,16000,True
scv1-000217,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,900522,16000,16000,True
scv1-000218,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,902649,16000,16000,True
scv1-000219,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,904033,16000,16000,True
scv1-000220,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,905127,16000,16000,True
scv1-000221,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,911697,16000,16000,True
scv1-000222,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,912916,16000,16000,True
scv1-000223,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,915965,16000,16000,True
scv1-000224,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,916205,16000,16000,True
scv1-000225,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,919594,16000,16000,True
scv1-000226,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,920695,16000,16000,True
scv1-000227,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,927592,16000,16000,True
scv1-000228,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,934527,16000,16000,True
scv1-000229,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,945820,16000,16000,True
scv1-000230,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,949304,16000,16000,True
scv1-000231,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,950716,16000,16000,True
scv1-000232,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,956288,16000,16000,True
scv1-000233,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,963531,16000,16000,True
scv1-000234,_background_noise_/doing_the_dishes.wav,_background_noise_,,training,_silence_,0,background_slice,965906,16000,16000,True
